path,label
ruby_typhoon/ruby_typhoon_none_im_4524.jpg,0
ruby_typhoon/ruby_typhoon_none_im_3346.jpg,0
ruby_typhoon/ruby_typhoon_none_im_2331.jpg,0
ruby_typhoon/ruby_typhoon_none_im_8827.jpg,0
ruby_typhoon/ruby_typhoon_none_im_2275.jpg,0
ruby_typhoon/ruby_typhoon_none_im_6140.jpg,0
ruby_typhoon/ruby_typhoon_none_im_5608.jpg,0
ruby_typhoon/ruby_typhoon_none_im_8600.jpg,0
ruby_typhoon/ruby_typhoon_none_im_10200.jpg,0
ruby_typhoon/ruby_typhoon_none_im_3212.jpg,0
ruby_typhoon/ruby_typhoon_none_im_8333.png,0
ruby_typhoon/ruby_typhoon_none_im_4529.jpg,0
ruby_typhoon/ruby_typhoon_none_im_7864.jpg,0
ruby_typhoon/ruby_typhoon_none_im_10086.jpg,0
ruby_typhoon/ruby_typhoon_none_im_3211.jpg,0
ruby_typhoon/ruby_typhoon_none_im_6920.jpg,0
ruby_typhoon/ruby_typhoon_none_im_3081.jpg,0
ruby_typhoon/ruby_typhoon_none_im_4841.jpg,0
ruby_typhoon/ruby_typhoon_none_im_6198.jpg,0
ruby_typhoon/ruby_typhoon_none_im_7336.png,0
ruby_typhoon/ruby_typhoon_none_im_6737.jpg,0
ruby_typhoon/ruby_typhoon_none_im_2899.jpg,0
ruby_typhoon/ruby_typhoon_none_im_5906.jpg,0
ruby_typhoon/ruby_typhoon_none_im_6893.jpg,0
ruby_typhoon/ruby_typhoon_none_im_6539.jpg,0
ruby_typhoon/ruby_typhoon_none_im_5174.jpg,0
ruby_typhoon/ruby_typhoon_none_im_9764.jpg,0
ruby_typhoon/ruby_typhoon_none_im_3227.jpg,0
ruby_typhoon/ruby_typhoon_none_im_8234.jpg,0
ruby_typhoon/ruby_typhoon_none_im_8699.jpg,0
ruby_typhoon/ruby_typhoon_none_im_8298.jpg,0
ruby_typhoon/ruby_typhoon_none_im_8747.jpg,0
ruby_typhoon/ruby_typhoon_none_im_7331.jpg,0
ruby_typhoon/ruby_typhoon_none_im_7955.jpg,0
ruby_typhoon/ruby_typhoon_none_im_4553.jpg,0
ruby_typhoon/ruby_typhoon_none_im_2883.jpg,0
ruby_typhoon/ruby_typhoon_none_im_8961.jpg,0
ruby_typhoon/ruby_typhoon_none_im_2163.jpg,0
ruby_typhoon/ruby_typhoon_none_im_2845.jpg,0
ruby_typhoon/ruby_typhoon_none_im_8214.jpg,0
ruby_typhoon/ruby_typhoon_none_im_6704.jpg,0
ruby_typhoon/ruby_typhoon_none_im_10215.png,0
ruby_typhoon/ruby_typhoon_none_im_2748.jpg,0
ruby_typhoon/ruby_typhoon_none_im_2158.jpg,0
ruby_typhoon/ruby_typhoon_none_im_8194.jpg,0
ruby_typhoon/ruby_typhoon_none_im_8538.jpg,0
ruby_typhoon/ruby_typhoon_none_im_2018.jpg,0
ruby_typhoon/ruby_typhoon_none_im_4526.jpg,0
ruby_typhoon/ruby_typhoon_none_im_5458.jpg,0
ruby_typhoon/ruby_typhoon_none_im_7048.jpg,0
ruby_typhoon/ruby_typhoon_none_im_4986.jpg,0
ruby_typhoon/ruby_typhoon_none_im_4023.jpg,0
ruby_typhoon/ruby_typhoon_none_im_10135.jpg,0
ruby_typhoon/ruby_typhoon_none_im_6158.jpg,0
ruby_typhoon/ruby_typhoon_none_im_7988.jpg,0
ruby_typhoon/ruby_typhoon_none_im_9010.jpg,0
ruby_typhoon/ruby_typhoon_none_im_7229.jpg,0
ruby_typhoon/ruby_typhoon_none_im_4646.jpg,0
ruby_typhoon/ruby_typhoon_none_im_9181.jpg,0
ruby_typhoon/ruby_typhoon_none_im_9216.png,0
ruby_typhoon/ruby_typhoon_none_im_5312.jpg,0
ruby_typhoon/ruby_typhoon_none_im_8343.jpg,0
ruby_typhoon/ruby_typhoon_none_im_7403.jpg,0
ruby_typhoon/ruby_typhoon_none_im_6067.jpg,0
