path,label
nepal_eq/nepal_eq_severe_im_16084.jpg,2
nepal_eq/nepal_eq_none_im_42600.jpg,0
nepal_eq/nepal_eq_none_im_4536.jpg,0
nepal_eq/nepal_eq_severe_im_41412.jpg,2
nepal_eq/nepal_eq_none_im_31122.jpg,0
nepal_eq/nepal_eq_severe_im_33577.jpg,2
nepal_eq/nepal_eq_none_im_28503.jpg,0
nepal_eq/nepal_eq_severe_im_14639.jpg,2
nepal_eq/nepal_eq_severe_im_16578.jpg,2
nepal_eq/nepal_eq_severe_im_27826.jpg,2
nepal_eq/nepal_eq_none_im_11205.jpg,0
nepal_eq/nepal_eq_mild_im_7076.jpg,1
nepal_eq/nepal_eq_severe_im_11656.jpg,2
nepal_eq/nepal_eq_mild_im_17057.jpg,1
nepal_eq/nepal_eq_severe_im_27506.jpg,2
nepal_eq/nepal_eq_mild_im_6678.jpg,1
nepal_eq/nepal_eq_severe_im_41561.jpg,2
nepal_eq/nepal_eq_mild_im_11242.jpg,1
nepal_eq/nepal_eq_severe_im_25852.jpg,2
nepal_eq/nepal_eq_severe_im_31199.jpg,2
nepal_eq/nepal_eq_mild_im_21512.jpg,1
nepal_eq/nepal_eq_none_im_36689.jpg,0
nepal_eq/nepal_eq_mild_im_35529.jpg,1
nepal_eq/nepal_eq_none_im_42658.jpg,0
nepal_eq/nepal_eq_none_im_23647.jpg,0
nepal_eq/nepal_eq_severe_im_17652.jpg,2
nepal_eq/nepal_eq_none_im_43195.jpg,0
nepal_eq/nepal_eq_severe_im_41667.jpg,2
nepal_eq/nepal_eq_severe_im_14139.jpg,2
nepal_eq/nepal_eq_none_im_10907.jpg,0
nepal_eq/nepal_eq_none_im_13412.jpg,0
nepal_eq/nepal_eq_severe_im_33512.jpg,2
nepal_eq/nepal_eq_none_im_16810.jpg,0
nepal_eq/nepal_eq_severe_im_41512.jpg,2
nepal_eq/nepal_eq_severe_im_29071.jpg,2
nepal_eq/nepal_eq_mild_im_42256.jpg,1
nepal_eq/nepal_eq_none_im_9755.jpg,0
nepal_eq/nepal_eq_severe_im_37955.jpg,2
nepal_eq/nepal_eq_none_im_456.jpg,0
nepal_eq/nepal_eq_mild_im_16478.jpg,1
nepal_eq/nepal_eq_mild_im_21740.jpg,1
nepal_eq/nepal_eq_severe_im_74.jpg,2
nepal_eq/nepal_eq_none_im_34845.jpg,0
nepal_eq/nepal_eq_severe_im_27422.jpg,2
nepal_eq/nepal_eq_none_im_137.jpg,0
nepal_eq/nepal_eq_severe_im_39909.jpg,2
nepal_eq/nepal_eq_severe_im_12998.jpg,2
nepal_eq/nepal_eq_severe_im_24225.jpg,2
nepal_eq/nepal_eq_severe_im_41582.jpg,2
nepal_eq/nepal_eq_severe_im_39881.jpg,2
nepal_eq/nepal_eq_mild_im_42279.jpg,1
nepal_eq/nepal_eq_severe_im_36815.jpg,2
nepal_eq/nepal_eq_mild_im_30264.jpg,1
nepal_eq/nepal_eq_none_im_35958.jpg,0
nepal_eq/nepal_eq_none_im_36194.jpg,0
nepal_eq/nepal_eq_none_im_822.jpg,0
nepal_eq/nepal_eq_severe_im_926.jpg,2
nepal_eq/nepal_eq_mild_im_924.jpg,1
nepal_eq/nepal_eq_none_im_34495.jpg,0
nepal_eq/nepal_eq_severe_im_10275.jpg,2
nepal_eq/nepal_eq_mild_im_40612.jpg,1
nepal_eq/nepal_eq_none_im_27721.jpg,0
nepal_eq/nepal_eq_severe_im_5908.jpg,2
nepal_eq/nepal_eq_none_im_12195.jpg,0
nepal_eq/nepal_eq_severe_im_17756.jpg,2
nepal_eq/nepal_eq_mild_im_35450.jpg,1
nepal_eq/nepal_eq_severe_im_15477.jpg,2
nepal_eq/nepal_eq_severe_im_9469.jpg,2
nepal_eq/nepal_eq_mild_im_11508.jpg,1
nepal_eq/nepal_eq_none_im_46.jpg,0
nepal_eq/nepal_eq_severe_im_42451.jpg,2
nepal_eq/nepal_eq_mild_im_13783.jpg,1
nepal_eq/nepal_eq_mild_im_30722.jpg,1
nepal_eq/nepal_eq_severe_im_23416.jpg,2
nepal_eq/nepal_eq_mild_im_27895.jpg,1
nepal_eq/nepal_eq_severe_im_16726.jpg,2
nepal_eq/nepal_eq_mild_im_16373.jpg,1
nepal_eq/nepal_eq_mild_im_758.jpg,1
nepal_eq/nepal_eq_severe_im_40558.jpg,2
nepal_eq/nepal_eq_none_im_30298.jpg,0
nepal_eq/nepal_eq_severe_im_6780.jpg,2
nepal_eq/nepal_eq_severe_im_16838.jpg,2
nepal_eq/nepal_eq_none_im_41294.jpg,0
nepal_eq/nepal_eq_severe_im_12729.jpg,2
nepal_eq/nepal_eq_severe_im_13990.jpg,2
nepal_eq/nepal_eq_mild_im_30437.jpg,1
nepal_eq/nepal_eq_none_im_16000.jpg,0
nepal_eq/nepal_eq_severe_im_8712.jpg,2
nepal_eq/nepal_eq_severe_im_802.jpg,2
nepal_eq/nepal_eq_none_im_41416.jpg,0
nepal_eq/nepal_eq_severe_im_733.jpg,2
nepal_eq/nepal_eq_none_im_9984.jpg,0
nepal_eq/nepal_eq_severe_im_32105.jpg,2
